Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
34;BANCO PATAGONIA S.A.;26/3/2026;PRESTAMO PERSONAL PATAGONIA SIMPLE;PP TRADICIONAL;Pesos;30000000;10000;60;0;0;84;50;Todos los beneficiarios;4;173,78;Fija;234,52;1038;Todo el territorio nacional;DE ACUERDO A LA JURISDICCION DE RADICACION DE LA CUENTA ES SUSCEPTIBLE DE SER ALCANZADO POR IMPUESTOS PROVINCIALES.
44;BANCO HIPOTECARIO S.A.;2/6/2026;PRESTAMO PERSONAL CARTERA GENERAL;PMO. PERS CG;Pesos;100000000;20000;36;809160;3;80;25;Clientes con cuenta en la entidad;5;195,71;Fija;266,98;1117;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2/6/2026;PRESTAMO PERSONAL MERCADO ABIERTO;PMO. PERS MA;Pesos;100000000;20000;36;809160;3;80;25;Personas humanas en relación de dependencia;5;195,71;Fija;266,98;1117;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2/6/2026;PRESTAMO PERSONAL DESTINO CONSTRUCCION VVDAS MODULARES;HIPOVIVIND;UVA;50000;5000;72;658601;12;64;25;Clientes con cuenta en la entidad;3;16,08;Fija;19,74;238;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2/6/2026;PRESTAMO PERSONAL DESTINO CONSTRUCCION VVDAS MODULARES;HIPOVIVIND;UVA;50000;5000;72;585869;12;64;25;Clientes con cuenta en la entidad;3;16,08;Fija;16,08;211;Todo el territorio nacional;
44;BANCO HIPOTECARIO S.A.;2/6/2026;PRESTAMO PERSONAL PLAN SUELDO;PMO. PERS PS;Pesos;100000000;20000;36;809160;0;80;25;Clientes que acrediten sueldos en la entidad;5;171,77;Fija;231,91;1035;Todo el territorio nacional;
45;BANCO DE SAN JUAN S.A.;5/5/2026;PRESTAMOS PARA EMPLEADOS PUBLICOS PROVINCIALES;P.P.EMPLEADOS PCOS;Pesos;50000000;4500;72;4500;1;83;70;Clientes con cuenta en la entidad;3;129,16;Fija;129,16;66875;Todo el territorio nacional;LA COMISION POR CANCELACION ANTICIPADA PARA PRESTAMOS BANCA CONSUMO NO ES DE APLICACION CUANDO SE TRATE DE CANCELACIONES TOTALES Y AL MOMENTO DE EFECTUARLA HUBIERAN TRANSCURRIDO, AL MENOS, LA CUARTA PARTE DEL PLAZO ORIGINAL DE SU OTORGAMIENTO, DE AMBOS EL MAYOR. EL CFT EXPRESADO EN TEA INCLUYE EL IVA Y EL IMPUESTO DE SELLOS DE LA PROVINCIA DE SAN JUAN.
65;BANCO MUNICIPAL DE ROSARIO;29/5/2026;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30;Personas humanas Monotributistas;4,84;117,01;Fija;153,78;83775;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;29/5/2026;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30;Clientes con cuenta en la entidad;4,84;117,01;Fija;153,78;83775;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;29/5/2026;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30;Empleados públicos;4,84;117,01;Fija;153,78;83775;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;29/5/2026;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30;Personas humanas en relación de dependencia;4,84;117,01;Fija;153,78;83775;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
65;BANCO MUNICIPAL DE ROSARIO;29/5/2026;CLIENTELA GENERAL TASA FIJA;CLIENTELA GENERAL;Pesos;50000000;1000;60;10000;4;84;30;Personas humanas Responsables Inscriptos;4,84;117,01;Fija;153,78;83775;Todo el territorio nacional;EL COSTO FINANCIERO EFECTIVO TOTAL MAXIMO Y EL CARGO MAXIMO POR CANCELACION ANTICIPADA INCLUYEN IVA
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30;Personas humanas Responsables Inscriptos;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30;Personas humanas en relación de dependencia;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30;Clientes con cuenta en la entidad;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;ADELANTO DE SUELDO;ADELANTO DE SUELDO;Pesos;50000000;10000;2;810000;6;100;30;Clientes que acrediten sueldos en la entidad;0;125,22;Fija;165,29;567792;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30;Personas humanas Monotributistas;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;1150000;6;100;30;Empleados públicos;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
72;BANCO SANTANDER ARGENTINA S.A.;29/5/2026;SUPER PRESTAMO PERSONAL;SUPER PRESTAMO PERSONAL;Pesos;50000000;10000;72;810000;6;100;30;Clientes que acrediten sueldos en la entidad;4;114,92;Fija;150,86;80334;Todo el territorio nacional;EN LA CUOTA NO SE INCLUYEN IMPUESTOS PROVINCIALES
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;3;75;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;76808;Provincia del Chubut;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;3;100;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;83109;Provincia de Río Negro;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;3;100;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;83109;Provincia del Chubut;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;36;0;3;100;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;83109;Ciudad Autónoma de Buenos Aires;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;3;75;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;76808;Provincia de Río Negro;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
83;BANCO DEL CHUBUT S.A.;13/5/2026;PRESTAMOS PERSONALES CON DESCUENTO DE HABERES;RE 298 C ;Pesos;40000000;0;60;0;3;75;40;Clientes que acrediten sueldos en la entidad;4,84;108;Fija;141,3;76808;Ciudad Autónoma de Buenos Aires;COMISION APLICABLE CUANDO NO HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DE LA FINANCIACION  O 180 DIAS  CORRIDOS DE SU OTORGAMIENTO DE AMBOS EL MAYOR 
86;BANCO DE SANTA CRUZ S.A.;2/6/2026;PRESTAMO PERSONAL PARA EMPLEADOS ACTIVOS DE LA ADMINISTRACION PUBLICA PROVINCIAL;PRESTAMO PERSONAL;Pesos;50000000;1000;72;50000;1;84;40;Clientes que acrediten sueldos en la entidad;3,63;135;Fija;135;65829;Provincia de Santa Cruz;EN EL CASO DE PRE CANCELACION TOTAL, NO SE COBRARA LA COMISION DE CANCELACION ANTICIPADA CUANDO AL MOMENTO DE EFECTUARLA HAYA TRANSCURRIDO AL MENOS LA CUARTA PARTE DEL PLAZO ORIGINAL DE LA FINANCIACION O 180 DIAS CORRIDOS DESDE SU OTORGAMIENTO, DE AMBOS EL MAYOR.CFT EXPRESADO EN TEA INCLUYE EL IVA.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Clientes que acrediten sueldos en la entidad;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Empleados públicos;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Clientes que acrediten sueldos en la entidad;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Beneficiarios de cuentas de la seguridad social;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Beneficiarios de cuentas de la seguridad social;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Empleados públicos;5;107,05;Fija;142,6;76340;Provincia de Córdoba;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Clientes que acrediten sueldos en la entidad;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Beneficiarios de cuentas de la seguridad social;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Empleados públicos;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Empleados públicos;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Clientes que acrediten sueldos en la entidad;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Beneficiarios de cuentas de la seguridad social;5;107,05;Fija;142,15;76340;Provincia de La Pampa;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Empleados públicos;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;142,15;76340;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;142,15;76340;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Clientes con cuenta en la entidad;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;142,15;76340;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Beneficiarios de cuentas de la seguridad social;5;107,05;Fija;142,15;76340;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Personas humanas en relación de dependencia;5;107,05;Fija;142,15;76340;Ciudad Autónoma de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;5000;12;83;30;Clientes que acrediten sueldos en la entidad;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;142,15;76340;Provincia de Río Negro;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Responsables Inscriptos;5;107,05;Fija;142,6;76340;Provincia de Buenos Aires;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
93;BANCO DE LA PAMPA SA;24/6/2026;PRESTAMO PERSONAL;PREST PERS;Pesos;10000000;200000;60;15000;24;83;30;Personas humanas Monotributistas;5;107,05;Fija;139,94;76340;Provincia del Neuquén;EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.
